year,Tm,playoff_wins,world_series_ind,round,hit_numBat,hit_BatAge,hit_RG,hit_G,hit_PA,hit_AB,hit_R_scored,hit_H,hit_2B,hit_3B,hit_HR,hit_RBI,hit_SB,hit_CS,hit_BB,hit_SO,hit_BA,hit_OBP,hit_SLG,hit_OPS,hit_OPS+,hit_TB,hit_GDP,hit_HBP,hit_SH,hit_SF,hit_IBB,hit_LOB,pitch_numP,pitch_PAge,pitch_RAG,pitch_W,pitch_L,pitch_WL,pitch_ERA,pitch_G,pitch_GS,pitch_GF,pitch_CG,pitch_tSho,pitch_cSho,pitch_SV,pitch_IP,pitch_H,pitch_R_allowed,pitch_ER,pitch_HR,pitch_BB,pitch_IBB,pitch_SO,pitch_HBP,pitch_BK,pitch_WP,pitch_BF,pitch_ERAplus,pitch_FIP,pitch_WHIP,pitch_H9,pitch_HR9,pitch_BB9,pitch_SO9,pitch_SOW,pitch_LOB
1995,ATL,11,1,wsw,40,27.9,4.48,144,5464,4814,645,1202,210,27,168,618,73,43,520,933,0.25,0.326,0.409,0.735,91,1970,106,40,56,34,37,988,20,27.4,3.75,90,54,0.625,3.44,144,144,126,18,11,6,34,1291.2,1184,540,494,107,436,46,1087,32,4,38,5410,123,3.58,1.254,8.2,0.7,3,7.6,2.49,995
1995,BOS,0,0,ds,53,28.6,5.49,144,5716,4997,791,1399,286,31,175,754,99,44,560,923,0.28,0.357,0.455,0.812,108,2272,129,65,45,49,38,1084,26,29.1,4.85,86,58,0.597,4.39,144,144,137,7,9,2,39,1292.2,1338,698,631,127,476,28,888,46,1,57,5600,111,4.22,1.403,9.3,0.9,3.3,6.2,1.87,1024
1995,CIN,3,0,cs,47,28.4,5.19,144,5575,4903,747,1326,277,35,161,694,190,68,519,946,0.27,0.342,0.44,0.782,106,2156,92,40,62,50,42,1001,24,28.3,4.33,85,59,0.59,4.03,144,144,136,8,10,2,38,1289.1,1270,623,578,131,424,32,903,31,10,58,5445,102,4.08,1.314,8.9,0.9,3,6.3,2.13,954
1995,CLE,9,0,wsl,41,29.1,5.83,144,5686,5028,840,1461,279,23,207,803,132,53,542,766,0.291,0.361,0.479,0.839,116,2407,128,35,31,48,40,1018,20,30.6,4.22,100,44,0.694,3.83,144,144,134,10,10,4,50,1301,1261,607,554,135,445,16,926,45,5,48,5512,123,4.16,1.311,8.7,0.9,3.1,6.4,2.08,1002
1995,COL,1,0,ds,41,29.5,5.45,144,5647,4994,785,1406,259,43,200,749,125,59,484,943,0.282,0.35,0.471,0.82,94,2351,118,56,82,31,47,1017,20,28.6,5.44,77,67,0.535,4.97,144,144,143,1,1,0,43,1288.1,1443,783,711,160,512,31,891,41,13,62,5706,108,4.62,1.517,10.1,1.1,3.6,6.2,1.74,1058
1995,LAD,0,0,ds,49,27.3,4.4,144,5544,4942,634,1303,191,31,140,593,127,45,468,1023,0.264,0.329,0.4,0.729,99,1976,99,30,68,35,46,1049,21,27.7,4.23,78,66,0.542,3.66,144,144,128,16,11,9,37,1295,1188,609,526,125,462,45,1060,37,12,49,5481,103,3.88,1.274,8.3,0.9,3.2,7.4,2.29,987
1995,NYY,2,0,ds,42,30.9,5.17,145,5699,4947,749,1365,280,34,122,709,50,30,625,851,0.276,0.357,0.42,0.778,103,2079,139,39,20,68,36,1126,20,28.1,4.74,79,65,0.549,4.56,145,145,127,18,5,3,35,1284.2,1286,688,651,159,535,21,908,32,5,50,5575,102,4.62,1.417,9,1.1,3.7,6.4,1.7,1033
1995,SEA,5,0,cs,46,28.7,5.49,145,5671,4996,796,1377,276,20,182,767,110,41,549,871,0.276,0.35,0.448,0.798,106,2239,109,39,52,34,53,1033,24,28.8,4.88,79,66,0.545,4.5,145,145,136,9,8,3,39,1289.1,1343,708,644,149,591,37,1068,47,7,50,5743,106,4.43,1.5,9.4,1,4.1,7.5,1.81,1167
1996,ATL,9,0,wsl,42,27.9,4.77,162,6293,5614,773,1514,264,28,197,735,83,43,530,1032,0.27,0.333,0.432,0.765,96,2425,144,27,69,50,41,1154,18,27.9,4,96,66,0.593,3.52,162,162,148,14,9,3,46,1469,1372,648,575,120,451,64,1245,19,5,49,6132,125,3.5,1.241,8.4,0.7,2.8,7.6,2.76,1077
1996,BAL,4,0,cs,45,31.1,5.82,163,6494,5689,949,1557,299,29,257,914,76,40,645,915,0.274,0.35,0.472,0.822,106,2685,134,61,31,67,49,1154,23,28.9,5.54,88,74,0.543,5.14,163,163,150,13,1,1,44,1468.2,1604,903,839,209,597,35,1047,38,5,38,6460,96,4.89,1.499,9.8,1.3,3.7,6.4,1.75,1151
1996,CLE,1,0,ds,44,29.7,5.91,161,6486,5681,952,1665,335,23,218,904,160,50,671,844,0.293,0.369,0.475,0.844,113,2700,164,43,34,57,44,1224,18,30.3,4.78,99,62,0.615,4.34,161,161,148,13,9,3,46,1452.1,1530,769,700,173,484,42,1033,39,3,49,6245,112,4.38,1.387,9.5,1.1,3,6.4,2.13,1119
1996,LAD,0,0,ds,40,27.9,4.34,162,6185,5538,703,1396,215,33,150,661,124,40,516,1190,0.252,0.316,0.384,0.701,90,2127,112,22,74,35,59,1113,15,28.2,4.02,90,72,0.556,3.46,162,162,156,6,9,4,50,1466.1,1378,652,564,125,534,66,1212,39,22,39,6223,112,3.8,1.304,8.5,0.8,3.3,7.4,2.27,1172
1996,NYY,11,1,wsw,48,30,5.38,162,6414,5628,871,1621,293,28,162,830,96,46,632,909,0.288,0.36,0.436,0.796,100,2456,153,41,41,72,56,1258,24,29.3,4.86,92,70,0.568,4.65,162,162,156,6,9,2,52,1440,1469,787,744,143,610,35,1139,49,5,55,6289,108,4.25,1.444,9.2,0.9,3.8,7.1,1.87,1182
1996,SDP,0,0,ds,43,30.8,4.76,162,6419,5655,771,1499,285,24,147,718,109,55,601,1014,0.265,0.338,0.402,0.74,100,2273,146,50,59,52,62,1209,19,28.7,4.21,91,71,0.562,3.72,162,162,157,5,11,1,47,1489,1395,682,616,138,506,47,1194,45,10,59,6292,107,3.88,1.277,8.4,0.8,3.1,7.2,2.36,1143
1996,STL,5,0,cs,38,30.7,4.69,162,6177,5502,759,1468,281,31,142,711,149,58,495,1089,0.267,0.33,0.407,0.736,94,2237,121,44,88,48,59,1087,18,30.9,4.36,88,74,0.543,3.97,162,162,149,13,11,5,43,1452.1,1380,706,641,173,539,43,1050,35,6,44,6184,106,4.46,1.321,8.6,1.1,3.3,6.5,1.95,1121
1996,TEX,1,0,ds,39,29.5,5.69,163,6494,5702,928,1622,323,32,221,890,83,26,660,1041,0.284,0.358,0.469,0.827,103,2672,128,31,32,69,51,1253,17,30.5,4.9,90,72,0.556,4.65,163,163,144,19,6,5,43,1449.1,1569,799,749,168,582,44,976,43,9,38,6358,113,4.63,1.484,9.7,1,3.6,6.1,1.68,1211
1997,ATL,5,0,cs,38,27.9,4.88,162,6315,5528,791,1490,268,37,174,755,108,58,597,1160,0.27,0.343,0.426,0.769,99,2354,143,52,83,52,45,1177,17,28.5,3.59,101,61,0.623,3.18,162,162,141,21,17,10,37,1465.2,1319,581,518,111,450,56,1196,31,4,38,6057,131,3.45,1.207,8.1,0.7,2.8,7.3,2.66,1079
1997,BAL,5,0,cs,39,31.6,5.01,162,6340,5584,812,1498,264,22,196,780,63,26,586,952,0.268,0.341,0.429,0.77,103,2394,121,65,46,59,44,1198,17,30.7,4.2,98,64,0.605,3.91,162,162,154,8,10,4,59,1461,1404,681,635,164,563,31,1139,30,4,43,6219,113,4.23,1.346,8.6,1,3.5,7,2.02,1155
1997,CLE,10,0,wsl,46,30.2,5.39,161,6304,5556,868,1589,301,22,220,810,118,59,617,955,0.286,0.358,0.467,0.825,111,2594,152,37,45,49,39,1181,21,29.7,5.06,86,75,0.534,4.73,161,161,157,4,3,1,39,1425.2,1528,815,749,181,575,53,1036,51,3,59,6260,99,4.62,1.475,9.6,1.1,3.6,6.5,1.8,1168
1997,HOU,0,0,ds,41,28.8,4.8,162,6363,5502,777,1427,314,40,133,720,171,74,633,1085,0.259,0.344,0.403,0.747,99,2220,104,100,74,53,63,1221,18,27,4.07,84,78,0.519,3.66,162,162,146,16,12,7,37,1459,1379,660,594,134,511,25,1138,52,9,46,6166,109,3.9,1.295,8.5,0.8,3.2,7,2.23,1129
1997,NYY,2,0,ds,41,30.5,5.5,162,6527,5710,891,1636,325,23,161,846,99,58,676,954,0.287,0.362,0.436,0.798,108,2490,138,37,34,70,51,1276,18,29.6,4.25,96,66,0.593,3.84,162,162,151,11,10,3,51,1467.2,1463,688,626,144,532,41,1165,45,10,62,6279,117,3.98,1.359,9,0.9,3.3,7.1,2.19,1188
1997,SEA,1,0,ds,47,29.3,5.71,162,6385,5614,925,1574,312,21,264,890,89,40,626,1110,0.28,0.355,0.485,0.839,119,2720,146,49,46,49,53,1149,24,30.4,5.14,90,72,0.556,4.78,162,162,153,9,8,3,38,1447.2,1500,833,769,192,598,36,1207,66,5,57,6368,94,4.54,1.449,9.3,1.2,3.7,7.5,2.02,1192
1997,SFG,0,0,ds,42,29.5,4.84,162,6296,5485,784,1415,266,37,172,746,121,49,642,1120,0.258,0.337,0.414,0.751,98,2271,111,46,64,59,72,1199,23,28.9,4.9,90,72,0.556,4.39,162,162,157,5,9,3,45,1446,1494,793,706,160,578,57,1044,39,10,48,6284,94,4.38,1.433,9.3,1,3.6,6.5,1.81,1153
1998,ATL,5,0,cs,42,28.9,5.1,162,6217,5484,826,1489,297,26,215,794,98,43,548,1062,0.272,0.342,0.453,0.795,107,2483,104,61,76,46,37,1148,19,29.5,3.59,106,56,0.654,3.25,162,162,138,24,23,14,45,1438.2,1291,581,520,117,467,37,1232,35,3,51,5967,128,3.53,1.222,8.1,0.7,2.9,7.7,2.64,1070
1998,BOS,1,0,ds,47,28.8,5.41,162,6302,5601,876,1568,338,35,205,827,72,39,541,1049,0.28,0.348,0.463,0.81,107,2591,144,70,35,52,32,1150,23,29.5,4.5,92,70,0.568,4.18,162,162,157,5,8,2,53,1436,1406,729,667,168,504,33,1025,53,2,62,6141,113,4.4,1.33,8.8,1.1,3.2,6.4,2.03,1104
1998,CHC,0,0,ds,47,30.1,5.1,163,6394,5649,831,1494,250,34,212,788,65,44,601,1223,0.264,0.337,0.433,0.771,99,2448,123,39,67,37,51,1162,24,28.8,4.86,90,73,0.552,4.47,163,163,156,7,7,5,56,1477.1,1528,792,733,180,575,48,1207,48,14,48,6472,98,4.35,1.424,9.3,1.1,3.5,7.4,2.1,1248
1998,CLE,5,0,cs,48,29.5,5.25,162,6376,5616,850,1530,334,30,198,811,143,60,630,1061,0.272,0.347,0.448,0.795,103,2518,123,41,30,59,35,1169,23,29.8,4.81,89,73,0.549,4.44,162,162,153,9,4,3,47,1460,1552,779,721,171,563,48,1037,67,5,35,6393,107,4.54,1.449,9.6,1.1,3.5,6.4,1.84,1234
1998,HOU,1,0,ds,38,29.7,5.4,162,6441,5641,874,1578,326,28,166,818,155,51,621,1122,0.28,0.356,0.436,0.792,109,2458,146,72,58,49,52,1217,18,27.8,3.83,102,60,0.63,3.5,162,162,150,12,11,7,44,1471.1,1435,620,572,147,465,25,1187,42,5,50,6214,118,3.86,1.291,8.8,0.9,2.8,7.3,2.55,1180
1998,NYY,11,1,wsw,38,30.4,5.96,162,6444,5643,965,1625,290,31,207,907,153,63,653,1025,0.288,0.364,0.46,0.825,116,2598,145,57,32,59,34,1203,19,30.2,4.05,114,48,0.704,3.82,162,162,140,22,16,8,48,1456.2,1357,656,619,156,466,25,1080,68,5,37,6100,116,4.15,1.251,8.4,1,2.9,6.7,2.32,1074
1998,SDP,7,0,wsl,42,31.2,4.62,162,6245,5490,749,1390,292,30,167,715,79,37,604,1072,0.253,0.33,0.409,0.739,100,2243,112,48,56,45,40,1179,21,29.8,3.92,98,64,0.605,3.63,162,162,148,14,11,5,59,1454.2,1384,635,587,139,501,45,1217,49,6,63,6151,108,3.84,1.296,8.6,0.9,3.1,7.5,2.43,1152
1998,TEX,0,0,ds,42,29.9,5.8,162,6401,5672,940,1637,314,32,201,894,82,47,595,1045,0.289,0.357,0.462,0.819,108,2618,137,39,41,54,27,1184,21,29.9,5.38,88,74,0.543,4.99,162,162,152,10,8,4,46,1431.1,1624,871,794,164,519,32,994,45,2,62,6357,96,4.42,1.497,10.2,1,3.3,6.3,1.92,1192
1999,ARI,1,0,ds,43,30,5.6,162,6415,5658,908,1566,289,46,216,865,137,39,588,1045,0.277,0.347,0.459,0.805,101,2595,94,48,61,60,52,1169,20,30.6,4.17,100,62,0.617,3.77,162,162,146,16,9,4,42,1467.1,1387,676,615,176,543,48,1198,49,10,39,6233,122,4.27,1.315,8.5,1.1,3.3,7.3,2.21,1155
1999,ATL,7,0,wsl,44,29.6,5.19,162,6351,5569,840,1481,309,23,197,791,148,66,608,962,0.266,0.341,0.436,0.777,96,2427,120,53,74,47,62,1155,22,28.6,4.08,103,59,0.636,3.63,162,162,153,9,9,1,45,1471,1398,661,593,142,507,55,1197,26,3,34,6218,123,3.85,1.295,8.6,0.9,3.1,7.3,2.36,1144
1999,BOS,4,0,cs,48,28.9,5.16,162,6321,5579,836,1551,334,42,176,808,67,39,597,928,0.278,0.35,0.448,0.798,99,2497,131,55,34,56,27,1213,25,30.1,4.43,94,68,0.58,4,162,162,156,6,12,1,50,1436.2,1396,718,638,160,469,25,1131,55,0,28,6120,126,4.1,1.298,8.7,1,2.9,7.1,2.41,1092
1999,CLE,2,0,ds,51,29.1,6.23,162,6554,5634,1009,1629,309,32,209,960,147,50,743,1099,0.289,0.373,0.467,0.84,111,2629,136,55,54,67,41,1234,25,30.6,5.31,97,65,0.599,4.89,162,162,159,3,6,1,46,1450.1,1503,860,788,197,634,55,1120,54,3,54,6374,102,4.78,1.473,9.3,1.2,3.9,7,1.77,1163
1999,HOU,1,0,ds,38,29.8,5.08,162,6403,5485,823,1463,293,23,168,784,166,75,728,1138,0.267,0.355,0.42,0.775,97,2306,127,52,79,58,57,1252,15,27.4,4.17,97,65,0.599,3.83,162,162,150,12,8,5,48,1458.2,1485,675,620,128,478,17,1204,40,0,54,6199,117,3.69,1.346,9.2,0.8,2.9,7.4,2.52,1148
1999,NYM,5,0,cs,45,30.1,5.23,163,6454,5572,853,1553,297,14,181,814,150,61,717,994,0.279,0.363,0.434,0.797,104,2421,149,48,63,54,53,1267,23,32.7,4.36,97,66,0.595,4.27,163,163,158,5,7,3,49,1456.2,1372,711,691,167,617,53,1172,52,4,38,6232,104,4.39,1.365,8.5,1,3.8,7.2,1.9,1151
1999,NYY,11,1,wsw,39,30.9,5.56,162,6416,5568,900,1568,302,36,193,855,104,57,718,978,0.282,0.366,0.453,0.819,110,2521,137,55,22,53,47,1244,18,31.2,4.51,98,64,0.605,4.13,162,162,156,6,10,4,50,1439.2,1402,731,661,158,581,27,1111,57,4,49,6233,113,4.35,1.377,8.8,1,3.6,6.9,1.91,1183
1999,TEX,0,0,ds,38,30.6,5.83,162,6389,5651,945,1653,304,29,230,897,111,54,611,937,0.293,0.361,0.479,0.84,109,2705,147,29,35,62,41,1176,20,30.1,5.3,95,67,0.586,5.07,162,162,156,6,9,2,47,1436.1,1626,859,809,186,509,23,979,40,2,50,6313,100,4.6,1.486,10.2,1.2,3.2,6.1,1.92,1145
2000,ATL,0,0,ds,47,30.8,5,162,6275,5489,810,1490,274,26,179,758,148,56,595,1010,0.271,0.346,0.429,0.775,95,2353,127,59,87,45,38,1192,22,31.4,4.41,95,67,0.586,4.05,162,162,149,13,9,6,53,1440.1,1428,714,648,165,484,52,1093,37,6,23,6165,114,4.19,1.327,8.9,1,3,6.8,2.26,1130
2000,CHW,0,0,ds,42,27.5,6.04,162,6410,5646,978,1615,325,33,216,926,119,42,591,960,0.286,0.356,0.47,0.826,106,2654,140,53,55,61,28,1127,22,26.5,5.18,95,67,0.586,4.66,162,162,157,5,7,2,43,1450.1,1509,839,751,195,614,27,1037,54,8,43,6337,108,4.83,1.464,9.4,1.2,3.8,6.4,1.69,1147
2000,NYM,8,0,wsl,47,30.4,4.98,162,6328,5486,807,1445,281,20,198,761,66,46,675,1037,0.263,0.346,0.43,0.776,98,2360,122,45,70,51,42,1214,20,31,4.56,94,68,0.58,4.16,162,162,154,8,10,2,49,1450,1398,738,670,164,574,42,1164,60,7,34,6276,107,4.31,1.36,8.7,1,3.6,7.2,2.03,1188
2000,NYY,11,1,wsw,46,31.3,5.41,161,6311,5556,871,1541,294,25,205,833,99,48,631,1007,0.277,0.354,0.45,0.804,103,2500,134,57,16,50,42,1189,22,32,5.06,87,74,0.54,4.76,161,161,152,9,6,2,40,1424.1,1458,814,753,177,577,23,1040,52,6,49,6256,102,4.61,1.429,9.2,1.1,3.6,6.6,1.8,1169
2000,OAK,2,0,ds,44,27.5,5.88,161,6432,5560,947,1501,281,23,239,908,40,15,750,1159,0.27,0.36,0.458,0.817,109,2545,147,52,26,44,32,1210,21,29.5,5.05,91,70,0.565,4.58,161,161,154,7,11,4,43,1435.1,1535,813,730,158,615,57,963,48,1,46,6355,103,4.61,1.498,9.6,1,3.9,6,1.57,1236
2000,SEA,5,0,cs,37,31.2,5.6,162,6444,5497,907,1481,300,26,198,869,122,56,775,1073,0.269,0.361,0.442,0.803,108,2427,129,48,63,61,34,1247,16,29.3,4.81,91,71,0.562,4.49,162,162,158,4,10,4,44,1441.2,1442,780,720,167,634,37,998,38,6,43,6269,101,4.65,1.44,9,1,4,6.2,1.57,1164
2000,SFG,1,0,ds,36,29.9,5.71,162,6418,5519,925,1535,304,44,226,889,79,39,709,1032,0.278,0.362,0.472,0.834,115,2605,131,51,73,66,60,1213,17,28.5,4.61,97,65,0.599,4.21,162,162,153,9,15,4,47,1444.1,1452,747,675,151,623,26,1076,41,4,43,6270,102,4.38,1.437,9,0.9,3.9,6.7,1.73,1190
2000,STL,4,0,cs,46,29.6,5.48,162,6369,5478,887,1481,259,25,235,841,87,51,675,1253,0.27,0.356,0.455,0.812,103,2495,116,84,79,53,33,1214,24,29.3,4.76,95,67,0.586,4.38,162,162,152,10,7,4,37,1433.2,1403,771,698,196,606,28,1100,62,9,49,6200,107,4.77,1.401,8.8,1.2,3.8,6.9,1.82,1128
2001,ARI,11,1,wsw,47,31.9,5.05,162,6349,5595,818,1494,284,35,208,776,71,38,587,1052,0.267,0.341,0.442,0.783,94,2472,105,57,71,36,73,1183,22,30.9,4.18,92,70,0.568,3.87,162,162,150,12,13,5,34,1459.2,1352,677,627,195,461,30,1297,59,6,45,6090,121,4.08,1.242,8.3,1.2,2.8,8,2.81,1034
2001,ATL,4,0,cs,47,30.4,4.5,162,6152,5498,729,1432,263,24,174,696,85,46,493,1039,0.26,0.324,0.412,0.736,87,2265,132,45,64,52,51,1095,23,31.1,3.97,88,74,0.543,3.59,162,162,157,5,13,5,41,1447.1,1363,643,578,153,499,77,1133,33,8,41,6089,124,3.96,1.287,8.5,1,3.1,7,2.27,1104
2001,CLE,2,0,ds,44,31,5.54,162,6357,5600,897,1559,294,37,212,868,79,41,577,1076,0.278,0.35,0.458,0.807,111,2563,126,69,49,62,32,1136,24,29.1,5.07,91,71,0.562,4.64,162,162,159,3,4,0,42,1446.2,1512,821,746,148,573,44,1218,49,11,58,6312,97,3.98,1.441,9.4,0.9,3.6,7.6,2.13,1150
2001,HOU,0,0,ds,45,30.3,5.23,162,6325,5528,847,1500,313,29,208,805,64,49,581,1119,0.271,0.347,0.451,0.798,100,2495,128,89,71,56,52,1151,25,28.4,4.75,93,69,0.574,4.37,162,162,155,7,6,1,48,1454.2,1453,769,707,221,486,22,1228,70,3,42,6236,106,4.48,1.333,9,1.4,3,7.6,2.53,1103
2001,NYY,10,0,wsl,47,31.1,4.99,161,6233,5577,804,1488,289,20,203,774,161,53,519,1035,0.267,0.334,0.435,0.769,100,2426,119,64,30,43,38,1123,20,30.9,4.43,95,65,0.594,4.02,161,161,154,7,9,3,57,1451.1,1429,713,649,158,465,29,1266,55,6,54,6174,112,3.79,1.305,8.9,1,2.9,7.9,2.72,1107
2001,OAK,2,0,ds,42,27.4,5.46,162,6385,5573,884,1469,334,22,199,835,68,29,640,1021,0.264,0.345,0.439,0.784,107,2444,131,88,25,59,57,1171,16,28,3.98,102,60,0.63,3.59,162,162,149,13,9,6,44,1463.1,1384,645,583,153,440,49,1117,46,3,42,6115,122,3.88,1.246,8.5,0.9,2.7,6.9,2.54,1080
2001,SEA,4,0,cs,35,31.3,5.72,162,6474,5680,927,1637,310,38,169,881,174,42,614,989,0.288,0.36,0.445,0.805,117,2530,112,62,48,70,54,1257,15,30.8,3.87,116,46,0.716,3.54,162,162,154,8,14,4,56,1465,1293,627,576,160,465,28,1051,64,1,40,6096,117,4.12,1.2,7.9,1,2.9,6.5,2.26,1074
2001,STL,2,0,ds,40,28.8,5.02,162,6177,5450,814,1469,274,32,199,768,91,35,529,1089,0.27,0.339,0.441,0.78,100,2404,125,65,83,50,51,1095,21,29.3,4.22,93,69,0.574,3.93,162,162,154,8,11,4,38,1435.1,1389,684,627,196,526,36,1083,72,6,45,6121,110,4.57,1.334,8.7,1.2,3.3,6.8,2.06,1131
2002,ANA,11,1,wsw,40,28.5,5.25,162,6327,5678,851,1603,333,32,152,811,117,51,462,805,0.282,0.341,0.433,0.773,105,2456,105,74,49,64,42,1165,18,30.2,3.98,99,63,0.611,3.69,162,162,155,7,14,2,54,1452.1,1345,644,595,169,509,24,999,49,7,52,6097,120,4.25,1.277,8.3,1,3.2,6.2,1.96,1096
2002,ARI,0,0,ds,42,31.7,5.06,162,6318,5508,819,1471,283,41,165,783,92,46,643,1016,0.267,0.346,0.423,0.769,93,2331,130,50,62,53,58,1211,20,31.7,4.16,98,64,0.605,3.92,162,162,148,14,10,5,40,1446.2,1361,674,630,170,421,30,1303,54,11,48,6067,116,3.67,1.232,8.5,1.1,2.6,8.1,3.1,1053
2002,ATL,2,0,ds,38,30.6,4.4,161,6224,5495,708,1428,280,25,164,669,76,39,558,1028,0.26,0.331,0.409,0.741,93,2250,147,54,67,49,68,1185,20,31.1,3.51,101,59,0.631,3.13,161,161,158,3,15,2,57,1467.1,1302,565,511,123,554,63,1058,42,4,40,6131,133,3.83,1.265,8,0.8,3.4,6.5,1.91,1164
